,Unnamed: 0,block,browser,color,cookies,correct,cpt_response,current_time,inter_stimulus_interval_index,inter_stimulus_interval_time,is_fullscreen,key_press,mobile,os,response,responses,rt,shape,stimulus,stimulus_block,stimulus_side,sub_block,subject,tags1,tags2,time_elapsed,time_post_trial,trial_began,trial_index,trial_type,type,stimulus_missed,is_cpt_stimulus
43076,847.0,,,#FF0000,,,0.0,546.2130000591278,,,,,,,,,,square,,,,,,,,921219.0,,,15.0,conjunctive-cpt,jspsych-conjunctive-cpt,,True
43078,849.0,,,#FFFF00,,1.0,1.0,546.5930001735687,,,,,,,32.0,,,triangle,,,,,,,,921599.0,,,15.0,conjunctive-cpt,,,False
43080,851.0,,,#FF0000,,,0.0,548.8359999656677,,,,,,,,,,square,,,,,,,,923842.0,,,15.0,conjunctive-cpt,jspsych-conjunctive-cpt,,True
43082,853.0,,,#FFFF00,,1.0,1.0,549.1690001487732,,,,,,,32.0,,,triangle,,,,,,,,924175.0,,,15.0,conjunctive-cpt,,,False
43084,855.0,,,#FF0000,,,0.0,549.9470000267029,,,,,,,,,,square,,,,,,,,924953.0,,,15.0,conjunctive-cpt,jspsych-conjunctive-cpt,,True
43086,857.0,,,#FFFF00,,1.0,1.0,550.2090001106262,,,,,,,32.0,,,triangle,,,,,,,,925215.0,,,15.0,conjunctive-cpt,,,False
43088,859.0,,,#FF0000,,,0.0,551.0550000667572,,,,,,,,,,square,,,,,,,,926061.0,,,15.0,conjunctive-cpt,jspsych-conjunctive-cpt,,True
43090,861.0,,,#FFFF00,,1.0,1.0,551.297000169754,,,,,,,32.0,,,triangle,,,,,,,,926303.0,,,15.0,conjunctive-cpt,,,False
43096,867.0,,,#FF0000,,,0.0,556.8960001468658,,,,,,,,,,square,,,,,,,,931902.0,,,15.0,conjunctive-cpt,jspsych-conjunctive-cpt,,True
43098,869.0,,,#FFFF00,,1.0,1.0,557.0889999866486,,,,,,,32.0,,,triangle,,,,,,,,932095.0,,,15.0,conjunctive-cpt,,,False
43102,873.0,,,#FF0000,,,0.0,561.1230001449585,,,,,,,,,,square,,,,,,,,936129.0,,,15.0,conjunctive-cpt,jspsych-conjunctive-cpt,,True
43104,875.0,,,#FFFF00,,1.0,1.0,561.4570000171661,,,,,,,32.0,,,triangle,,,,,,,,936463.0,,,15.0,conjunctive-cpt,,,False
43114,885.0,,,#FF0000,,,0.0,572.180999994278,,,,,,,,,,square,,,,,,,,947187.0,,,15.0,conjunctive-cpt,jspsych-conjunctive-cpt,,True
43116,887.0,,,#FFFF00,,1.0,1.0,572.5130000114441,,,,,,,32.0,,,triangle,,,,,,,,947519.0,,,15.0,conjunctive-cpt,,,False
43122,893.0,,,#FF0000,,,0.0,576.5240001678467,,,,,,,,,,square,,,,,,,,951531.0,,,15.0,conjunctive-cpt,jspsych-conjunctive-cpt,,True
43124,895.0,,,#FFFF00,,1.0,1.0,576.9609999656677,,,,,,,32.0,,,triangle,,,,,,,,951967.0,,,15.0,conjunctive-cpt,,,False
43126,897.0,,,#FF0000,,,0.0,579.1480000019073,,,,,,,,,,square,,,,,,,,954155.0,,,15.0,conjunctive-cpt,jspsych-conjunctive-cpt,,True
43128,899.0,,,#FFFF00,,1.0,1.0,579.5529999732971,,,,,,,32.0,,,triangle,,,,,,,,954559.0,,,15.0,conjunctive-cpt,,,False
